unit_id,ReadmissionRate,Sodium,HbA1c,Creatinine,do_diuretic_titration
366,32.40072085775937,56.55389575769522,56.45897028026417,38.62223430335939,75.0
367,90.7168321081335,65.58110127366058,57.73751710931658,56.78474770756791,75.0
368,30.313673234569183,66.77096146057556,40.734000076351904,53.48794694958887,75.0
369,37.27676845818694,44.47240044513771,44.60099672978545,38.5227364596107,75.0
370,26.334321564340637,57.85855498373082,51.760561579927085,49.21089797488059,75.0
371,52.51078339999503,65.53445673661855,39.70365748098869,56.576166691838296,75.0
372,67.06271897172905,28.887607686108108,32.964141690329825,42.48938641084197,75.0
373,66.70856019957643,35.01710590525351,50.2208403021508,37.59037469604362,75.0
374,49.8177050304748,29.819631407488888,41.73249046916409,21.567422611213125,75.0
375,19.95880042858623,46.57537704135237,47.0860421990185,44.492335993683746,75.0
376,59.990766016853456,50.56605235006668,47.54279090505988,47.96758298971385,75.0
377,59.945197412278986,54.932463233636334,49.764717957935105,57.90916433489606,75.0
378,45.89637289531469,27.922924472321625,46.12543255662238,51.077980596004856,75.0
379,57.19735666078476,58.839432796768804,38.48713598717499,63.231832451487456,75.0
380,43.33188029495643,54.45805064871651,45.96158106366217,64.25992833661591,75.0
381,72.45708130393417,21.277626546889184,53.55553047572841,51.28636055925845,75.0
382,46.412832420400996,41.34858565826386,82.81079894973638,49.76875922438884,75.0
383,83.97594015604172,60.82991631325095,37.456568318883875,35.39562211806427,75.0
384,45.751347273229754,39.29497029195872,52.3700992960123,37.404485718854446,75.0
385,47.42595895639555,58.194135180558405,39.17541797172234,62.62302986874379,75.0
386,60.92419002306962,69.33705914110548,47.94893015325487,72.13401778776293,75.0
387,86.69206086599836,58.51575022385499,56.078146832901666,33.7216103204145,75.0
388,29.972114044463986,56.967553623303026,72.62780529294919,56.49552906978978,75.0
389,91.20425809156907,39.05153272587412,28.331742950744758,64.76855888981898,75.0
390,56.493673609826494,56.11920027718682,45.426773116707594,37.551505479819724,75.0
391,46.9800796572243,50.410302051589184,49.28055560178033,40.695303133781195,75.0
392,47.1477064476124,59.15141803977587,57.48484094297969,51.64856519469772,75.0
393,40.89568117810775,47.46207844922444,40.25539102742713,76.27024458966602,75.0
394,38.23454654271801,43.71561208002431,55.335560203210015,50.383619259913864,75.0
395,42.8863997326789,59.9874760834981,71.00427251142162,64.6253808047065,75.0
396,29.50544964729868,50.97145631352716,39.01455334624286,33.76422571389141,75.0
397,47.873268371738114,53.747057129672456,56.62668760375204,55.38992718485882,75.0
398,26.641756471069833,38.52234829929482,56.89559741901285,40.67979104234468,75.0
399,43.83477662207856,47.79210298248487,56.51788307886306,39.61507966615819,75.0
