unit_id,ReadmissionRate,Creatinine,Sodium,LengthOfStay,do_diuretic_titration
366,16.028791510367075,44.432722840517535,46.389342094670376,20.285327239461004,50.0
367,60.34009626915838,42.340655621543206,64.4891014165104,36.901511709885476,50.0
368,38.05054017502195,40.222425043292624,73.12303558266322,32.92833135929131,50.0
369,46.248612253874846,44.56664079420555,49.62165528992749,41.79866764461489,50.0
370,27.901578125119762,46.735265422613,60.21309263194271,34.41799895397842,50.0
371,35.897177069619765,52.935636733315725,33.623913332035755,41.990244137141914,50.0
372,62.44601065474348,74.58066860758775,42.81943454559745,59.02566240945204,50.0
373,64.07958991499754,61.64884748448598,50.70591759471955,45.26645794488226,50.0
374,33.101156972040194,68.72750707949204,46.4674301193318,40.77114226212878,50.0
375,29.648147557142412,40.29560032945898,53.50242800535137,24.201504205940417,50.0
376,25.419608659513845,69.77537077794672,50.45310529194647,40.01001853728053,50.0
377,65.93305584925076,51.29424472300365,42.02102889116553,42.95999416495247,50.0
378,31.690392524130296,70.91628517342257,48.88905258013145,40.88920683298608,50.0
379,37.1452950414685,59.909525335792594,24.991965939726562,52.32801152381455,50.0
380,56.596960578981715,60.42183089408346,64.54123496584708,40.31453605132637,50.0
381,40.61087452910052,59.134367358505145,36.68774830399114,44.4040635817743,50.0
382,33.937684114551054,57.39287830307701,34.5737015905968,35.91698677395352,50.0
383,33.035160006274985,33.004542813438995,44.74436420334051,43.44483877741537,50.0
384,48.944482099151855,81.8635983775069,60.30782678672461,33.03887868634648,50.0
385,62.829255221485,37.44686041690677,16.589400226017574,49.737706498242076,50.0
386,44.95817365549263,61.414218269062836,64.52726499261239,50.20839628666444,50.0
387,31.922201901045984,27.342640121249296,45.293746006273366,44.930641637820216,50.0
388,34.799245220003506,50.941316320528436,43.45218639192649,34.87672502237866,50.0
389,55.27094350693305,44.2565910271971,35.56942937311177,52.08805650087231,50.0
390,52.13489718536227,50.58610199488355,70.19973334007929,33.128872488092995,50.0
391,60.32650401172258,49.54174070089381,60.13930535505795,46.21633919951046,50.0
392,41.2263187487013,37.75512941293723,66.04185534507553,40.413464084087515,50.0
393,84.5018657169746,43.62585573285088,50.926283437263066,44.22168091342096,50.0
394,26.945626323577326,54.50090520034773,43.82068856144177,34.42933729563294,50.0
395,39.85724638508139,73.69499339921671,30.87511258284507,44.70286527036728,50.0
396,8.110077274070228,41.17303316531842,38.134045879282525,6.316455949007187,50.0
397,41.79389301618062,54.31493574822935,54.67495125143236,53.38518543182129,50.0
398,36.08105982932704,63.723741705448155,61.412355037749904,30.537812507442297,50.0
399,30.68294004134589,42.07832435065168,32.02200365980542,33.555068900588246,50.0
