unit_id,ReadmissionRate,MedAdherence,LengthOfStay,Sodium,Creatinine,BloodPressure,do_diuretic_titration,do_adherence_program
239,71.23822538373771,74.72234598137102,38.64918834047541,59.5157662005102,69.00407008096514,25.363816301402945,25.0,75.0
240,50.60487188567561,75.30393062811318,43.571989318055685,59.64342562758111,45.29152848343786,53.82895396264668,25.0,75.0
241,20.679908041773743,74.77109369545072,27.768474916604763,65.94013227351725,48.500242014356026,45.11034339209636,25.0,75.0
242,37.31814883955638,73.03772024366091,42.05961777511448,49.257216598757246,53.7007513148658,52.39732883006472,25.0,75.0
243,42.09603659913903,73.73657641929923,39.08764670218363,44.24031726916326,42.19207296438879,44.74899032756743,25.0,75.0
244,46.70244878031963,69.02597432039607,44.27453271431381,50.12628566035347,68.94419515249055,42.4029984949452,25.0,75.0
245,38.262762156273105,79.87880549122991,35.00270561148988,48.42048455871344,56.1380952918451,48.650679654253636,25.0,75.0
246,34.76756634151798,73.86348772157775,39.277028707657,63.71990917406286,55.1600710621073,56.750854980640234,25.0,75.0
247,36.25170360208817,74.19631655012063,49.99894539811137,53.46155505296693,41.44771507921921,59.914506694252395,25.0,75.0
248,43.355175216570125,77.97386965504296,47.689327270252235,43.51314657755704,32.15593185224233,49.422897791275076,25.0,75.0
249,29.89221734270454,73.32592628664284,41.86405363974388,48.31954479590932,41.895144836992294,47.051921095633965,25.0,75.0
250,47.72880677100418,76.68496270843795,47.74124495673164,63.990226849266286,69.97626394839307,53.09450148410056,25.0,75.0
251,24.68164357300852,72.13362836364342,27.39885807484453,63.97109203567908,50.133133237553345,46.2403930834619,25.0,75.0
252,48.66206157089814,76.33988373365717,51.293567745960836,62.15025597202434,66.71374387281118,35.080847642011555,25.0,75.0
253,52.62497314700128,77.1555788731424,49.31212119993459,68.99131736012075,31.529541290867726,55.48770992783012,25.0,75.0
254,29.70940600269492,74.05661002447759,46.45430833635143,50.172052082967966,42.750420388405374,56.85452832441611,25.0,75.0
255,44.691622034407885,70.15690356532308,39.59455297092007,49.828908607659116,49.230799887877545,39.30256804590385,25.0,75.0
256,44.714156272973156,69.90290613333121,51.541688947242584,37.11685892435594,32.89831899434795,46.87968223935839,25.0,75.0
257,33.554224244501555,71.44664647976268,33.85557810857774,43.467483835681584,18.762929083355093,66.01494695509574,25.0,75.0
258,44.3566986527015,72.55506978219307,46.20065339858843,42.82144418105487,51.119723749537116,47.491210846657616,25.0,75.0
259,44.21923194429592,72.151937465327,42.309624735229775,56.330497119046456,59.963403082113444,57.68244090546506,25.0,75.0
260,47.68256863369378,74.53843135308426,29.917679612452584,48.899364515459055,45.64703148005692,47.0205680251768,25.0,75.0
261,29.79384875129154,76.66668454539894,39.41150696102451,59.11613324771594,53.32720634299832,51.28260212314141,25.0,75.0
262,51.105168980374216,72.87878342729883,53.58339322811808,40.33893995088331,48.29025064312209,39.5235891686089,25.0,75.0
263,27.865299818039105,78.35651708656836,35.62163238651309,64.36966081610215,53.417974037730424,43.70650935826153,25.0,75.0
264,69.82232905218612,74.47895071858612,45.045651788244555,41.63088970406406,47.652977392583196,49.65113692026691,25.0,75.0
265,49.640196913732,80.08174509746692,34.30783347571427,65.96686938144165,47.29632719535183,41.14875909595298,25.0,75.0
266,34.18756522975397,76.7946313517672,35.754983363591,49.72192350213513,45.618669396927345,79.82607770438315,25.0,75.0
267,52.792756191916304,78.9155268778735,35.04184588344641,61.750298309274655,58.17820649986844,72.5184038643668,25.0,75.0
268,38.33239698358565,72.39260538160269,31.324629248967348,41.64808167203871,59.61286470629874,51.87554464014006,25.0,75.0
269,18.961739968784183,72.98715759720494,17.108589664399194,51.42737062789418,54.74657304372601,43.056362829589176,25.0,75.0
270,46.94330454332171,73.02398877764409,41.179372312978835,51.23524162730772,36.10935035968806,62.41182808222535,25.0,75.0
271,34.53703070310403,75.33744559442896,29.939168148301547,69.95662221266771,34.95827799626762,47.593558714995446,25.0,75.0
272,32.084765508506344,75.67682123580866,56.4804405278328,46.013766470063665,52.96235796353958,45.30068162202141,25.0,75.0
273,49.37449375114205,72.92295871509485,41.706149863559126,47.883755519235486,66.44936183752961,47.18843722322543,25.0,75.0
274,48.61903105119574,74.48305032402504,28.956552403856314,57.66475979247184,81.14536327895222,34.59628740437381,25.0,75.0
275,59.22777689077387,79.13296509108986,43.93441858574926,42.83584493544023,38.792034437240204,49.06505962202677,25.0,75.0
276,30.84973836613426,68.6432093967464,32.6130568994578,78.29550509325523,79.11694716590878,50.168414585397315,25.0,75.0
277,31.374786517250186,71.4938502872111,38.83698305965535,36.94231797712132,75.23177101846993,66.45148882960187,25.0,75.0
278,54.99711444128475,75.8438841531126,33.81412255591821,41.31713085905057,61.15036108505092,51.24891567137954,25.0,75.0
279,36.00278180385812,74.72638233118958,44.5629534096458,34.2948326715012,61.13927744210603,71.37680599126111,25.0,75.0
280,30.877569631793612,70.36142846710227,34.684942660878676,34.49553618442458,51.24057296408505,47.59353266838907,25.0,75.0
281,57.5036046346063,73.06142692513797,56.12030856398398,12.421179323870739,45.90968252112333,33.52194631278828,25.0,75.0
282,26.067473628530088,73.07971192753917,32.98248198195461,24.00382966182577,47.70570230918391,20.092127087614454,25.0,75.0
283,68.99375813504207,77.2092549212814,41.355519110928284,57.814089953099504,55.76708211967582,46.82384611419877,25.0,75.0
284,29.949765130836024,74.37189999261959,21.874889205660466,43.69519484865947,66.09338131923154,48.746508817850476,25.0,75.0
285,55.45744327850432,75.79618144872346,46.35530299350352,43.44665976998633,59.45885958732512,72.35643612108392,25.0,75.0
286,40.78310344558682,76.09572606227691,39.82032823716038,48.66941445321049,57.41200863951887,44.842658889637576,25.0,75.0
287,24.039886193520474,74.0156454368372,18.76486694737595,39.283568218566586,48.43340865401348,73.4451137274952,25.0,75.0
288,38.265150223289524,76.67543843826851,46.18658928940437,27.66848582582351,20.2342178578121,53.59630780126319,25.0,75.0
289,55.25411761403274,76.60134464131482,35.97550215607819,69.20522537939088,55.98255678106559,36.88356786560909,25.0,75.0
290,40.24456859309829,77.9099953034188,37.01323684565513,49.99450392204295,43.89353821091844,52.8599893925229,25.0,75.0
291,64.62509634982966,73.70654571868702,35.92801926931561,51.096293000501824,31.31295692803283,61.71628802910381,25.0,75.0
292,34.324383386665644,75.16130930901237,49.99868235242263,52.231997977119676,62.75771926140735,48.291678411838234,25.0,75.0
293,19.0467478974018,76.6277176677801,33.17883122121929,66.99797328204357,52.12592011585936,53.4984560832654,25.0,75.0
294,39.37836887637812,72.50095566832957,38.40783468833967,78.87852073541556,26.596936241509347,31.82595039950557,25.0,75.0
295,30.516696756977016,77.24031340448452,37.950405325801356,30.241699395581858,38.905084484434475,55.50748519299339,25.0,75.0
296,26.16182153333236,73.63393178571505,35.32429059230971,59.84564773944567,47.48910896919833,83.23869056543248,25.0,75.0
297,45.244339175506234,78.41902001708652,50.19258380706614,50.71074192845425,59.74766780152912,41.702117095736,25.0,75.0
298,47.54036800871145,78.50877344485784,27.919483717411754,41.90837716326428,64.58481587686485,62.388819482493936,25.0,75.0
299,60.5901565337211,74.44592497582909,31.968437123868092,37.10437653919632,49.18738881915955,53.06644512600874,25.0,75.0
300,61.56566939264756,80.91986113238625,50.7116017049771,57.452594320195004,40.173689385476536,63.76514243869571,25.0,75.0
301,39.04303405665019,76.57490219110426,34.82121202825214,48.02412982119646,72.67138561775623,32.89555707767132,25.0,75.0
302,49.794231936409616,79.9634192053765,39.22982321694846,42.63201628381437,52.238755373535255,66.04669418522306,25.0,75.0
303,42.08435008616715,73.09047530193149,32.73034328186537,44.85938253343652,39.034934006695146,60.66022263327866,25.0,75.0
304,75.00415872056519,77.24504400559542,47.971990874743284,52.17188618665387,37.9447150020557,58.941949368836625,25.0,75.0
305,22.495434411906114,76.12569664804285,24.17802804841145,53.39098144935356,80.58585189474132,78.37601318599106,25.0,75.0
306,69.89764719644737,76.52204455319036,42.72766713785997,55.11931947152996,53.277137081760934,54.17413885450906,25.0,75.0
307,26.952770311205338,74.15536463706323,37.71824495024518,55.48756801219835,41.94902127658103,71.8830359145861,25.0,75.0
308,31.91579851973878,74.92707127749652,27.49365842973147,44.01774049433274,47.07775082052286,33.312079351998186,25.0,75.0
309,31.652981914704288,73.48541513209317,33.4625784668514,73.07708870354892,70.76764904806609,70.06297719760663,25.0,75.0
310,49.79036252536601,72.60609822469357,43.98433666151435,56.844273597660255,29.968555711256,43.25774917017933,25.0,75.0
311,34.28400723229991,75.45858669355769,36.566910796193824,39.00808552262889,53.34693829967342,47.7066959871061,25.0,75.0
312,33.515194695060586,72.6331391134911,32.379722943461516,20.61115566999848,52.989439789355814,63.188803356492755,25.0,75.0
313,57.80741436139104,80.93945822887808,41.843785324892956,38.53660520923394,53.769754701775945,60.98278049350246,25.0,75.0
314,42.02014796377299,73.97074331702883,48.227141149368535,46.70281524353479,48.02991094423739,45.88062379821412,25.0,75.0
315,47.99075838562516,72.06759185230219,33.67861403516491,44.14874436554513,46.95083005565851,60.962981276693604,25.0,75.0
316,30.57442764769443,75.62484391532372,22.38590739519811,23.634421679011467,48.320127725071906,66.71365342428105,25.0,75.0
317,43.71795578483031,76.13976966297265,35.03179328825541,67.12670840668808,34.52586758604166,38.294753367628516,25.0,75.0
318,61.34933961689118,77.55471249007209,48.481567823172654,36.82408816580114,67.95100694142809,55.63723504619717,25.0,75.0
319,36.47509031737704,73.49732764290361,24.796609078022293,58.9067102184655,56.84492671041529,41.76541852392504,25.0,75.0
320,53.01138353832904,71.50464723952336,30.700781718989163,41.175929996722246,52.11745686699161,40.21551286704665,25.0,75.0
321,35.37693813039291,72.3362159861176,43.595407607988165,33.059018434987934,43.30019713489389,50.07067132802424,25.0,75.0
322,41.80485352255463,75.81872417904145,36.764511095730306,25.63868674417921,46.8975918856323,44.88480466656116,25.0,75.0
323,64.74926220593781,77.18122564220873,28.11707670115536,43.20536962330893,42.930891937396744,75.94396202926369,25.0,75.0
324,31.69847662982646,71.67613264820157,27.266372661229493,62.110250706458245,34.22154976858003,46.79909558951918,25.0,75.0
325,51.894232857910865,71.93884681845512,28.015415015650277,47.019752152282265,48.3445380282737,55.38310985723006,25.0,75.0
326,22.89521461469511,71.2505481721537,29.323837766982216,74.8050426120052,29.468021182759987,49.49311619256282,25.0,75.0
327,73.22803803238176,80.35103057489917,46.005308001055525,59.03767727075923,16.68702244650285,53.51704330237905,25.0,75.0
328,29.477916844446224,76.94918039703863,45.65645426988285,59.710989670343274,63.45562093368652,32.83640562346564,25.0,75.0
329,26.50825672981202,73.9284824839853,28.12779307717473,47.57838460434828,63.68228339350146,63.37779599507391,25.0,75.0
330,53.12789542190369,74.1557915883548,44.9275152275926,33.236631009466535,61.24470678572625,43.84504177808412,25.0,75.0
331,37.622380279121515,76.04634674594521,37.09081681812196,45.01603799627146,24.316384842689082,55.050749660612674,25.0,75.0
332,29.137460357027216,73.53350805603951,25.19850186888948,36.545041344507375,44.41917843784375,64.12027820813864,25.0,75.0
333,52.275604768363465,76.97382969117169,25.876472059905055,57.07752002788403,63.06130399853707,50.35258551679483,25.0,75.0
334,23.236388879372626,76.21280981168515,24.860942671044672,40.8863567309977,60.14498282657498,38.16619188648393,25.0,75.0
335,47.689251876954934,75.6657963948925,41.411958991107966,53.91864795073508,62.472612805526836,66.14725774059885,25.0,75.0
336,37.43285867221742,80.3757736587251,34.614890811943496,43.13344025998972,58.43783579313968,34.89030433137883,25.0,75.0
337,62.508402494098014,76.44327380299022,40.96392365444565,47.741441759478356,65.095709334449,58.34166085655322,25.0,75.0
338,37.98927428371997,76.26348906940362,32.15659401134841,63.284155680927356,48.90680853404752,61.89004596407624,25.0,75.0
339,30.467950484575002,74.74287387054557,39.22686529005607,44.7138717028361,58.30538069461905,71.77880362711652,25.0,75.0
340,46.596396711274075,75.37137695899601,41.91840896877564,56.18606691143918,54.959209005128585,33.822476390936,25.0,75.0
341,51.16651235613612,70.96136576932929,51.68664997211872,44.792103158263416,74.79970799210597,66.34283464735506,25.0,75.0
342,26.86654532598225,76.51247813575817,45.179169016329155,42.92430292888494,52.81930636342518,43.59106826841539,25.0,75.0
343,33.450764651207834,75.4132463221424,30.581817741938956,52.33593395423196,73.43964048373284,51.63069642693703,25.0,75.0
344,27.731128112092414,77.35715254064183,33.81011109517458,32.33076885531022,39.808366334862804,40.05743572926313,25.0,75.0
345,25.5706611026144,78.18556868041772,33.78215917209396,47.36322403974212,59.6656877995638,58.40088985012408,25.0,75.0
346,25.60474293537374,79.2606334977877,36.710680961462764,32.659503514868206,42.415821841923176,64.56979673086244,25.0,75.0
347,32.12548933331941,72.33109933451493,37.17204500904235,57.68661050299623,62.64293457615989,60.63639332165138,25.0,75.0
348,48.68948472095175,73.45633644065944,58.91711540904061,54.47115241815693,29.02594193610468,52.19818409772165,25.0,75.0
349,42.17274842525541,73.83492419888367,49.86119990057066,47.02949467124189,54.766268823520505,70.61487377912721,25.0,75.0
350,55.32203700982446,78.50949135951865,34.387965917274364,53.46238526265853,26.239846509410004,61.788756578546014,25.0,75.0
351,60.93298937158665,78.23942945955758,35.66727782372416,46.51438358769012,50.00562854860522,61.611051621066025,25.0,75.0
352,44.2594967634617,79.96011062533948,40.26057634176582,40.80242166602081,47.97096656803562,49.44287167113006,25.0,75.0
353,31.179367465305173,77.078999629051,35.25637657445532,47.94235708325127,56.000085627901484,56.623693680761036,25.0,75.0
354,35.517182052764355,74.32718995274057,39.915893174673045,78.61472973775922,54.61274894807388,37.78295330769539,25.0,75.0
355,58.15129510960827,75.6109885594353,23.597677934266347,73.62626408200825,36.745657477925775,49.31555295793246,25.0,75.0
356,27.846012784346346,77.1477839198745,24.89871165207704,70.06005762855335,52.1336630856147,42.723544563157525,25.0,75.0
357,40.79495046519021,80.1805302965879,36.828990205512255,52.08336804071264,61.45343042525832,63.21622980098137,25.0,75.0
358,57.428463004675315,73.93967478428591,47.87900847791465,39.77542111187449,58.22467748128297,57.01886867702087,25.0,75.0
359,41.682636919629665,76.65930147649604,44.25701283872172,50.78038675523787,30.971248100429612,41.838571238369674,25.0,75.0
360,37.55898001126851,78.36437698609159,51.00945616457507,43.577068021382765,36.23163191929117,37.970393534888764,25.0,75.0
361,64.55283621164428,74.31400177364958,45.21885915119115,34.581528963334854,53.14887560761813,70.62465077696436,25.0,75.0
362,55.6078408658634,78.18387120747886,45.02162733955126,62.562761585053266,82.68631062269912,28.031148218880304,25.0,75.0
363,44.121648630765144,73.74004711535193,57.321590384024105,18.190051128977146,70.8670294350782,48.57230603481246,25.0,75.0
364,54.643851424188455,73.70590686291929,54.18169120592445,51.67605825077524,61.67304488651033,64.14055945055864,25.0,75.0
365,41.286304007104654,74.1906226402187,20.397978994183177,48.25403630224635,48.55234783730832,36.05212876874867,25.0,75.0
366,58.137162401518246,72.37597994127734,37.65357584612342,63.87042412135043,54.5366801071767,50.58705535984213,25.0,75.0
367,42.60609161171887,74.7011490436033,52.54384729342789,45.23249884652089,52.813201320006485,71.04553777772486,25.0,75.0
368,45.5590473148061,73.93731456109303,53.925529093853996,35.75690253930253,49.407206963720114,39.01940339166299,25.0,75.0
369,60.45038958199906,75.98439632054836,54.6732057739654,65.27916310700513,38.836879739010556,46.5407021815602,25.0,75.0
370,56.09810261297176,77.3097377542202,51.26322658016832,67.95294927237366,58.073499265618096,44.469342750195054,25.0,75.0
371,22.12216267355503,77.6172894518707,21.97365560525003,58.08433780025682,50.59566302085953,54.462964273144614,25.0,75.0
372,36.83627296086786,78.71902391567511,41.516658679514826,30.88638088600245,41.74263813465609,37.628213492088555,25.0,75.0
373,60.4947517646766,76.84902860765338,30.373285484231957,58.08173354029137,57.992174219129986,51.54693072372062,25.0,75.0
374,57.26566797060554,75.0737260166653,35.993548934724686,57.31419296193937,24.554219474745427,65.47063799620936,25.0,75.0
375,42.95826741590171,74.8915743669074,46.10844132104126,54.464209434771824,41.877261811226596,56.40426961349751,25.0,75.0
376,71.78800151128647,75.84905668166418,45.81879289330479,25.014719596826872,49.66146261190617,35.29384987376762,25.0,75.0
377,62.80843533861274,80.83779304748758,56.881440132751976,34.63057487257911,34.54558353683479,37.93248045339294,25.0,75.0
378,38.81428527753617,72.21067724703741,33.56998727180941,55.16463470387706,57.38641060804178,81.16541050507341,25.0,75.0
379,44.95031826666249,79.09347679741684,49.816681960662734,45.50978882888658,34.641531859224536,43.28392203775427,25.0,75.0
380,70.33894695912362,75.01149676828817,48.431257928885714,51.184735894031185,51.63757356104749,66.97568577380198,25.0,75.0
381,47.82276583150286,77.38926953613993,37.01442423247286,69.23355709103274,42.77243743383712,60.26109576579699,25.0,75.0
382,61.16217909544529,77.97851031974639,35.25636686600875,60.7931505814811,56.06508296079118,33.90395679865074,25.0,75.0
383,48.9449590560182,77.6413898091316,47.16404180056814,41.55364792575075,38.76183834148085,43.76713725442689,25.0,75.0
384,78.39069601965905,68.79492366654914,30.197273036060444,53.706376957105675,53.77065260104309,31.09875365266162,25.0,75.0
385,34.77434727397521,72.77586357870659,42.27729946237727,44.34947020049825,19.29939513882676,53.481404767991215,25.0,75.0
386,64.77597424156885,80.57177554371995,25.475836861656845,55.940571994496416,50.61756288068678,30.480714594226658,25.0,75.0
387,24.4753203180998,70.45261475528385,26.76802629751303,59.214761156476,60.693309415766166,60.105920911174366,25.0,75.0
388,35.406711653421205,73.28325630406951,32.628412000584945,47.673686807034656,60.77635208791094,39.08354124512625,25.0,75.0
389,54.20092633008257,77.2054658758412,50.73406297240837,47.7818305971487,58.741692213764985,64.49045517687004,25.0,75.0
390,46.54756549759662,67.25462288409086,35.929634802523715,48.052368302955124,48.123138440417016,44.212722855408416,25.0,75.0
391,38.125275793491994,79.83674356569452,46.77529877599065,64.76267335009176,34.48245357904223,63.21116209136493,25.0,75.0
392,39.36167688384527,76.484000780979,30.358561495103448,71.39152607663597,61.94774350730525,61.652970282420895,25.0,75.0
393,54.44618311684298,74.5263411556709,56.77509861117682,65.23625917020725,53.03640944480357,35.710420674520634,25.0,75.0
394,37.401679100086184,74.54740026881552,40.97245421256916,47.76570747775969,52.50381732354881,45.911426204114456,25.0,75.0
395,42.73806998100842,77.31664865992623,38.30465354844426,57.622540447845715,55.51459647950503,29.021594601493604,25.0,75.0
396,37.7653385636813,73.7332137886189,41.18866364735912,45.677553718815965,59.2233189442506,62.23597496168743,25.0,75.0
397,60.847164502508065,75.29843925947091,49.61959804164092,52.55478127106587,63.50953381213333,33.56529973987136,25.0,75.0
398,74.76651416964474,78.69048615660974,63.456154074864266,56.93526990226647,76.7569941479744,41.63909607905539,25.0,75.0
399,46.33317142863517,73.26776395466074,40.71652847121171,45.11947044898895,55.86260580591924,42.377901886810776,25.0,75.0
