unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,FeedWaterFlowRate,pH,do_FeedWaterFlowRate
298,1.4618339786824257,74.4370762732204,81.36817148590224,60.43726969188877,42.43184809618471,60.0
299,3.2115029087571143,71.8405617009149,74.10491568777837,57.02493650473144,29.824251247016164,60.0
300,37.118448164572804,82.52640464541263,87.18646976516358,62.55820342623855,65.40639751929245,60.0
301,-8.964102879152819,62.67789033459603,56.42880256386638,59.43068841424463,54.15414640747041,60.0
302,-9.997547487426328,64.73146508341776,76.87034985031424,65.36331843809138,29.361934500201365,60.0
303,7.302436836084518,71.88018458087762,69.68116785045339,61.57088608641011,43.683785238146555,60.0
304,9.02041239691179,68.20813078517794,78.71207061324411,57.882075805313875,49.26932353198559,60.0
305,20.665214568137554,72.14605848632988,68.97972359370225,64.10423880953927,53.42255770882367,60.0
306,6.584720915663973,74.34498752375643,80.69814863527449,59.629062559084616,36.51467791575471,60.0
307,6.834555489893413,89.37238953963794,90.22494270232657,62.715658824547305,47.4282723824929,60.0
308,15.317842681503508,64.89565138882969,69.95590241416835,60.25986654013159,50.88778496735719,60.0
309,3.5098533869174853,74.90973528712095,74.46353654161067,61.34237938171952,38.41453571937111,60.0
310,9.264623814440975,83.35288912206904,79.27338155360289,64.86709220205428,44.60610721743634,60.0
311,2.459797548593081,61.206439360857296,65.65169623889632,59.85652420246204,47.23242666873277,60.0
312,5.688210036303582,103.31878093559222,99.28155878322369,62.759001624222776,51.25215521781542,60.0
313,-1.4782786874726817,56.782792423374765,55.225746831264054,56.241716332571755,36.80606857700577,60.0
314,1.6645255569343222,64.52742619182268,61.595985469070335,61.79607326490215,53.32303106596561,60.0
315,3.081348812968349,92.6897162781561,93.84574639779272,55.87045644399795,33.20985865259965,60.0
316,2.7508297637362094,78.5848847306775,84.8534723048312,58.22035744234658,58.253629376755256,60.0
317,-1.8071988507862644,62.07653121751357,60.08269147275371,53.34145899883934,58.586912992883974,60.0
318,-5.3632430140814,65.40344853398418,65.86085946783066,62.93960955004357,56.538142201529226,60.0
319,-14.750093506140583,63.55982193448383,67.2994599053305,60.45742052975862,60.09824876413971,60.0
320,23.988681162783475,83.31805166299404,81.11050507725646,61.63816642027657,60.686170539116056,60.0
321,14.316218553225825,92.14586590889836,83.8701949355339,54.755385746312896,28.623142214374976,60.0
322,2.3344253001491726,73.25767685512982,77.59250032179371,59.63195189828763,55.17090928681628,60.0
323,14.437808072421275,77.82606462719619,77.66055354863973,61.77466568005302,38.54973935010209,60.0
324,-6.434965674551147,60.363820380733145,67.75274004104095,58.69907802026445,54.59861244727522,60.0
325,-20.527960871454805,55.017052867706425,59.78555329019971,54.0668093288893,30.88390777548927,60.0
326,-11.570566725960566,61.97526525844304,48.00858251104591,53.00726208809746,37.5620055603217,60.0
327,4.57198375325926,76.78848829023225,72.0015695483491,58.188805867324156,48.38846748677773,60.0
328,-7.990304998816553,70.24651747540221,72.56746474854734,55.382437093792966,56.43941689218342,60.0
329,6.660657251121254,71.1930657837395,62.219710265499764,57.443309400396785,52.8328347700724,60.0
330,25.421531893586156,69.17976147641863,70.53483628901232,61.31098631238974,45.861120795516484,60.0
331,-2.0901854914884455,52.81604545398587,54.72937797089217,59.48804000499919,59.184780892496704,60.0
332,-0.02476099255960662,64.10943276817864,71.13200611318989,59.796518998382375,33.48281325664756,60.0
333,-8.682465917901826,60.30471250680179,65.41586941649471,59.46088660693793,72.28884952733564,60.0
334,14.085147594744699,80.10534602081367,80.61560447337762,58.14400456637018,60.94341292951471,60.0
335,-5.69509527099624,79.58309270661329,74.18463866220074,62.92295343888996,60.15063241433482,60.0
336,7.178002752281859,92.93753298368044,93.20348818021772,53.80870240795235,79.33043177416019,60.0
337,12.38684721934513,74.4930406253045,84.12433315067845,58.23312752532522,53.698466914528424,60.0
338,-3.463689649620043,71.25177580590476,68.16299442687657,58.512458371804016,62.43832459739626,60.0
339,-1.4208831122160337,60.64371655631862,58.21049700461698,61.15501200814764,51.90355868588005,60.0
340,-19.01006565835389,83.74584945283127,86.19251977109073,59.47639088427874,25.309539284004018,60.0
341,6.56549894871452,80.68108160702556,69.43528037936784,61.891173931774745,54.65215124107981,60.0
342,10.004963825072172,78.24884138484965,77.62260927939528,59.200074312220444,41.13984110479093,60.0
343,0.09776799963749916,83.22787467840487,90.4921476300454,54.851951989294705,45.024533756585214,60.0
344,-3.9565863864494597,53.668411732033434,57.78045868435341,58.403104329560406,30.403987989362122,60.0
345,5.2352583687436205,65.25312609285955,63.12624698243397,60.28741012873234,35.85605607672965,60.0
346,12.868817128881066,88.56026465986169,83.90321463597856,60.11250382571965,67.1449967729563,60.0
347,13.235402778124108,79.9474596894978,74.3394734970895,60.88266766362891,59.82028105430027,60.0
348,7.039264869249056,85.86698368715786,90.23583697184439,57.3638252694621,41.365247934278,60.0
349,-0.7733710972742109,69.19493033130782,70.96438826690613,63.32332044151325,42.45693973690348,60.0
350,2.514486866067501,81.98734678907398,72.98622497778223,60.12797637794135,64.10647342476686,60.0
351,-13.957724715793912,88.92014248796572,89.75090410163574,61.72480676520298,52.72844680441201,60.0
352,4.9858209686073645,90.8455465205584,87.37848506415368,62.09385128836603,57.047750149406724,60.0
353,7.037093238343458,82.03400574179231,88.39118659766397,64.15264895969145,53.07281634338772,60.0
354,15.242576151820888,80.1746325593182,72.92680140251694,63.09970337796103,42.86480444387302,60.0
355,11.302540875304608,88.06940151593831,90.46980722581043,61.84177019234802,51.427978582959895,60.0
356,22.659234597223193,84.43063377122643,76.52109707316365,60.1349618750896,60.16940598214301,60.0
357,-22.63285543090298,68.73652610845784,60.4787304199257,60.84558869798762,47.87781185555744,60.0
358,-8.531797622535052,86.63671879113977,90.7435380387283,61.78129218180093,44.427264543611244,60.0
359,-1.687773734891608,73.29436239976182,74.67558948115412,62.309606801261786,56.055965008788455,60.0
360,16.723730657878395,72.2493863851837,77.43067470387378,63.5130736332795,76.17848530942258,60.0
361,36.38936317245217,74.36955113306954,83.19330750796301,54.38079507136974,66.80098126303692,60.0
362,4.241116067065754,80.96363973454646,81.10064829169764,55.13033407686075,47.36247240937476,60.0
363,-6.70184144000765,64.46434248189993,62.86274123491112,60.0266119466515,63.92994698447813,60.0
364,-3.6955854687637553,72.5201223913659,72.14146035973681,58.973844324435284,60.68233393750798,60.0
365,-11.966961164109795,65.11531645189758,66.01457416155692,59.11364408589448,59.54980509403782,60.0
366,5.194407203500358,64.98576855483643,64.4254631418448,59.40492751227368,50.40665743387507,60.0
367,-10.122468253029517,75.97026404685676,67.7445628932479,59.53551828486028,51.203486092728035,60.0
368,12.079927124463815,58.61475535217752,55.57544014095005,63.08193208221652,45.414809942844876,60.0
369,10.36217019020039,82.38402986874429,84.82171053210509,62.23431931610381,63.89598554317427,60.0
370,12.199529283799354,73.61971949383837,79.09348099065284,61.72129503669482,42.76308548175273,60.0
371,5.721748680128901,68.07631619784564,64.77408989913215,58.82016033359623,35.748526770419986,60.0
372,-2.208725527040589,78.06158289284053,77.49283474510855,57.22577019610945,33.83496369051439,60.0
373,5.271726103071429,70.44003231527194,74.88526715800022,63.7551079976095,27.31890435411952,60.0
374,0.4053864391291895,83.38559504809226,87.207554060656,61.55627512269952,49.729505191543055,60.0
375,-8.931664148667076,59.35153358866158,59.054572689086726,61.01715627623798,77.8776666324869,60.0
376,-10.652153597498133,68.72290434426857,68.1578866549143,55.401280635655006,40.20881034256067,60.0
377,-8.176179722662518,73.03071925068436,70.34176748139852,62.90223910005676,43.75089346815187,60.0
378,9.76471364632983,71.68994375244351,77.56331756125734,62.68441583684168,66.06553843746018,60.0
379,-1.9103231862694354,57.012776237879336,66.46552935516537,61.71190096630157,57.780040623282424,60.0
380,2.1167179927736015,88.48287196567382,84.32142877535921,59.45096930054859,50.956750043519854,60.0
381,22.12037790265773,82.72044544948702,76.11335642704374,62.48230308538311,48.10213347248421,60.0
382,-4.879348102498294,61.5894405768537,60.90844513360344,58.32577146795637,68.64561563691959,60.0
383,31.39463121198958,81.27165557182467,79.47742189556601,61.06703984609267,25.575877132493495,60.0
384,5.8097812175539545,105.20480933216542,103.63852351287565,62.76007885808531,53.260392054126726,60.0
385,-5.899495647085845,40.960394635282796,43.615811760019575,59.51548978183959,72.35051603315407,60.0
386,16.398677896727005,84.54726485036126,81.04589531382335,57.0751874994367,41.525081013419815,60.0
387,-15.77296978480154,80.71484800291736,82.04624460906945,59.00167063699085,42.688972545136174,60.0
388,4.213901663691361,63.98905898750578,66.57062816680994,58.29508444137423,36.74690194697099,60.0
389,29.023713863415473,74.92370678449873,72.51342122787611,65.73676216264786,31.298077764620896,60.0
390,16.339953897732038,87.92804742164458,96.97778372464293,56.38667934709529,56.8830583843916,60.0
391,-9.43124732357919,75.57504139083208,76.16181326320904,67.4365247383987,60.61956618747827,60.0
392,-5.030099966574391,65.60604182567849,65.86857549180156,55.88953604341554,48.930537181451726,60.0
393,-0.03888541477547569,76.64373493856363,66.93644976431716,58.55967447962327,45.72943967292924,60.0
394,6.794272232571365,90.69039196206894,97.20280955059167,57.51851578788419,48.463391168659925,60.0
395,-4.368744992422545,74.90977852495618,69.8082520496436,69.51489594671877,40.56240365451286,60.0
396,19.332205708478448,70.66027924015815,66.24001941882545,64.88721276935136,45.38015759491753,60.0
397,4.043077991728566,75.0557153952523,78.612478351864,61.307360853743596,43.50070590480388,60.0
398,1.6230668506464938,85.02493512457652,85.89362191965908,62.50067716505118,28.684607375303756,60.0
399,7.2188871460141595,74.22773461992118,71.10751186246314,60.9235800177246,53.87212600051231,60.0
