unit_id,ReadmissionRate,LengthOfStay,Creatinine,BloodPressure,do_adherence_program
366,45.716990184411955,41.92806682693592,43.58456801901836,24.469091255205402,50.0
367,53.304157828060994,52.90637612293495,28.85483688820713,47.58957762499461,50.0
368,55.99246169820601,42.97741199560401,46.436217243792626,43.7535931999471,50.0
369,47.602391090527874,33.1668549603148,61.17857318809368,52.17567330690222,50.0
370,56.343365719334074,29.744385522271656,48.65259695875532,34.43001226817591,50.0
371,87.37440362702878,37.51379731216962,41.789459786856824,39.007414077397534,50.0
372,33.7650454045375,36.71158728654464,26.086548449753007,61.852913202213884,50.0
373,33.39607208062664,29.13632362265009,63.11401128857429,75.57308591609537,50.0
374,49.510799924502926,38.76299506307487,41.263661622712995,24.4857480323508,50.0
375,54.35014481222427,13.817710862312719,52.57620832599214,65.06777081623778,50.0
376,50.48852854933682,57.175314108749674,47.33975759037783,63.681414084537025,50.0
377,34.520939591785584,42.88989521131027,67.70799588917076,43.22201834902922,50.0
378,50.670153603053485,42.072385586751025,63.31164237177294,51.15524224797023,50.0
379,34.341497534781986,35.89641710870984,44.418274597962125,49.22627976975787,50.0
380,31.400208500456856,29.675585169660625,55.31281564398524,43.196208587154025,50.0
381,36.41470814004858,35.42542341765489,51.88894292456779,52.07112219176125,50.0
382,62.54607858127754,46.25872812468243,30.873086899722672,60.67548305367865,50.0
383,49.571564499346344,35.995712250563514,59.201092147129444,40.905224974295145,50.0
384,82.15414892736962,42.03577271909695,50.88990288641948,41.18165913765094,50.0
385,71.4135069204551,62.94125569204531,38.98942318113743,43.280963967985166,50.0
386,28.616410556450564,46.47733734703842,68.38869331705692,55.984214693445914,50.0
387,49.85554366964071,49.59950811970982,45.02319942449174,59.03298733001455,50.0
388,65.55625284411512,45.06285833837737,68.53324037838105,40.588857546328576,50.0
389,58.04355940045954,39.4289659293624,25.58143078602911,72.11982137546038,50.0
390,37.8429905496485,35.069742824499926,30.42316899689087,57.23718679112357,50.0
391,66.09600502352208,51.82517539968016,56.57031265096611,34.70697076651854,50.0
392,63.748659401222355,41.031151266897695,79.66982377186311,41.877524126347694,50.0
393,61.640499207913955,43.74151069888358,46.79599671233584,38.214086171661364,50.0
394,57.15843964090185,28.975557974392565,64.22489870346593,59.18735461189651,50.0
395,70.26737908556751,47.66922717063294,61.27957302794169,86.0987100471864,50.0
396,64.27129389314844,34.68288891254428,45.965288021847726,30.814843889341326,50.0
397,38.10723081202297,34.78294893738862,54.932953177375055,44.89338956441948,50.0
398,45.58466663489026,25.061423045579843,72.60833365165172,49.68288025989183,50.0
399,43.216120259929106,43.19674197072668,40.59280905595818,36.070109323854055,50.0
