unit_id,ProductTiter,FeedWaterFlowRate,Temperature,Osmolality,pH,do_FeedWaterFlowRate
296,-17.701387395037127,25.5795710156306,41.47820328313907,32.53386155136124,62.053165439564914,25.0
297,-11.02019860192333,23.70800792839815,41.58541639451963,58.51562351475838,50.763469864640115,25.0
298,-6.458872388853815,22.990446853225123,58.68950620874575,46.587072855894434,49.182763307842066,25.0
299,-5.359067011819653,26.145838648888084,50.525059040233934,63.98794194817762,36.84681589704737,25.0
300,-7.60955887997862,25.45521271717639,50.83057924501057,53.452089597513,55.00639743394566,25.0
301,-6.224317705172619,26.64968685736518,70.16209548172147,55.75153378493652,57.661334299409376,25.0
302,-15.774535757173881,25.947304200955433,58.282454654974586,59.17678068314143,74.0393684594763,25.0
303,5.487501364373034,25.43385269085082,41.02722974116579,48.22737865275072,54.56947144920047,25.0
304,-11.247300027609715,19.366833776575177,26.25534103947501,23.971656249540395,22.182172929056367,25.0
305,0.430348620737556,21.033015446136133,43.603799007197225,64.658814214909,43.232680704882775,25.0
306,-17.612872969359803,27.159618556390328,44.52085147605556,66.15096591104793,41.068649714025256,25.0
307,-5.2039611985431,22.916112961033612,50.74712844256586,48.34841275818431,54.07493725673777,25.0
308,-7.090096448011499,29.72260518257716,67.79967008836196,29.45658817218847,35.56972401117274,25.0
309,-8.519900726259998,28.092252950221003,48.41451783932606,53.968896296805745,52.20999620923207,25.0
310,-3.6020761580082166,24.996904502220904,38.42988514724598,61.22130289925377,37.795244576007825,25.0
311,0.7332433688457058,25.038437702899145,53.01773109381502,38.854489694037326,56.255233194089556,25.0
312,-5.011674546814395,28.81462541241877,48.83826403522379,45.1961561525126,25.63743990926714,25.0
313,-12.184966047646123,21.838151582896494,23.919426188542907,50.36650938823978,48.19213710475413,25.0
314,-17.603261331266626,26.195116180217372,50.70558385406184,67.94173519750028,33.567481664111014,25.0
315,8.350637016999992,24.695717329198374,50.90884506265058,42.017439805068115,47.086001914165394,25.0
316,-14.683306036195207,28.005007867214836,46.964983736496684,42.51703967320288,58.284736167881775,25.0
317,-2.7861964485378143,24.324589094348802,35.65089512894918,35.077682346037165,52.54644834834545,25.0
318,-7.309036402766487,19.844669837687576,39.72564785691982,48.42531129826539,65.1728014731048,25.0
319,-24.126904235717856,26.615806032354364,47.32098288785849,49.96724611214661,63.637724754063655,25.0
320,-19.354915754982873,28.822466601902175,39.39571126404098,41.15481192760275,53.99478546486934,25.0
321,11.372168834019885,20.22270744729564,52.214907851173315,63.36957204017291,40.94858891085997,25.0
322,1.0370134193696847,22.77285517668204,41.16004463642546,47.59310612074109,24.72114670311342,25.0
323,-12.692816280577013,24.153285848272798,54.51488178081619,53.200153047140645,76.62532144882228,25.0
324,4.256955429983874,19.936774419578313,53.84172943757257,36.34805901477041,30.66016325923892,25.0
325,-6.5770032984924285,29.563713201956457,60.40512546466426,42.763271765141965,61.30003075805226,25.0
326,-15.709003995879806,25.93255426610111,58.138487342481405,47.381374113847755,57.106656698759394,25.0
327,-22.703319193224207,24.208463259644333,49.62186609389495,62.607327165911876,57.89113197624427,25.0
328,3.7893510176903145,23.860580371988835,48.46329005497089,57.476085118807525,39.32508073223351,25.0
329,-17.998815163900325,26.36172859583405,42.61244629853756,34.638734938246884,26.78489925216089,25.0
330,12.833606990548072,20.045885690513252,52.479358788173826,49.855525175795954,40.59973011927209,25.0
331,-3.85250980971053,22.211052670065573,73.30422758737663,51.389130552415395,41.95333222001384,25.0
332,-16.623529317816672,21.950815879320146,47.93855303131136,65.12410986642203,55.29153319926737,25.0
333,-3.868495584437123,28.986195415243046,49.697368361694245,58.51410704250602,50.81462893526943,25.0
334,-5.447426975619559,20.508400722546686,49.290694024127106,60.314096036130934,46.34138827335933,25.0
335,-11.546340191366314,25.11018456748933,59.3203669366177,66.25033961364278,45.98792583110594,25.0
336,-11.636884562387964,27.793640865606257,38.206362939151376,71.60116881941426,37.60196455294436,25.0
337,3.893174039232882,29.727041296441474,49.374294792457306,47.762985980420375,44.81143550486526,25.0
338,9.245743145372554,29.026055464024672,46.62994778296674,40.95153012816845,46.196399189599816,25.0
339,11.050870084606512,24.25713558716078,53.31433192433606,58.0268552607632,61.45488576748399,25.0
340,-7.822869724007162,24.62056324860391,55.66822173510957,46.40836187014134,47.77603049470642,25.0
341,-18.895842332592615,26.829864639312408,49.17897816747313,66.4625380055035,11.533372822393812,25.0
342,-7.190537452801901,22.080485926277557,45.07027247828624,57.32821322821241,59.986916978145395,25.0
343,21.46638430101549,26.598165706349675,74.28489179371053,44.476275067906506,27.922467849757165,25.0
344,2.8770391827996713,26.23340477881709,57.98888593949896,49.964889909641826,55.216617082378875,25.0
345,-10.002359128700625,25.147817795880005,38.029242523135075,53.3860040181771,52.20045976018872,25.0
346,-4.243948593941219,16.809689402367304,35.88558108731169,63.57414306517029,71.99665734998824,25.0
347,-10.51867135471811,27.781842316031486,62.21129450091282,47.60208717899161,65.56617608669029,25.0
348,-13.355807713249439,23.444090946253645,42.79478817820151,42.59637876433279,60.027145983424894,25.0
349,-4.4778418672277045,23.114802772438537,57.223343330230534,68.74809017539494,58.9836479818829,25.0
350,-11.483835592697833,26.82708030931477,54.47554315278059,49.88432549694758,45.91240755655201,25.0
351,-0.8180841683787627,25.128129721393268,37.899616747254576,36.6286227065601,65.99130167536791,25.0
352,2.0636479748123175,17.842162146279698,65.54530207853213,57.373029540136244,84.07136882350278,25.0
353,-14.975284104640188,21.01762275852432,55.50312755473078,40.63419740744261,40.987980526548796,25.0
354,-14.793817693068585,29.313578811733965,66.42298200500184,55.34220708551306,49.854865659617616,25.0
355,-10.152861841506681,23.829643814797137,39.75203300261066,23.908733103837495,43.938368210030816,25.0
356,6.038461090170532,28.620034680255007,42.056105154986916,60.11796248246747,31.739784566325994,25.0
357,-7.947704786894339,27.116061747445876,56.95094185207934,41.20059335774029,49.08077036399167,25.0
358,-10.547871619185884,18.465019152069754,46.54142251917665,53.10201052656301,46.83816856293074,25.0
359,-9.62144367587273,28.33487300320969,68.34871769982237,30.905289871227872,40.887577323194066,25.0
360,-8.76314683029614,25.41384745843725,47.52169465847495,28.31527925472002,44.98040978374473,25.0
361,-9.24377759941709,26.581489082511897,45.03057013926449,31.213982357590016,53.45743479632288,25.0
362,5.507129455833632,21.9559685014228,58.23353965048254,49.3702808670207,51.060541776765746,25.0
363,-16.7519866148267,24.710777992607362,55.43544697436755,58.60422928056076,48.64957156758142,25.0
364,9.181485106823189,24.6534303499616,46.536034983583576,37.80543767990909,47.61636824643689,25.0
365,-14.71293015042572,18.658046529498495,43.466987606127425,56.77997881819911,70.6265036517425,25.0
366,-23.343478884530914,22.19719469271478,47.02617224726963,41.14436840250202,58.258253878996456,25.0
367,6.734772482754638,26.868149128788765,47.60407614587204,35.05233167352068,25.252651101869937,25.0
368,-18.601007731777546,22.16514656088539,50.27293087909601,23.605066919315128,63.35670394676392,25.0
369,-0.8282064378072782,25.073277669301348,53.29752839842398,53.18132735428006,40.35900610946377,25.0
370,-19.621202562838405,25.76237332919159,65.04283079462077,31.25736482833367,37.26205008320188,25.0
371,-8.340173497332065,27.030975465395038,48.22123795324556,49.24150511420706,42.05516575690633,25.0
372,9.49934328455307,29.66556845924112,27.907930251881798,35.456364169900226,45.01911132767272,25.0
373,-18.853172395230477,24.13888259555948,50.01816202332443,48.78340212161756,60.127615082002684,25.0
374,-12.54854176834477,26.426011198826536,55.36085878841723,52.129779947364575,69.18764804386505,25.0
375,-10.763070017744818,21.37593743441418,46.53802328918502,45.72153163380759,67.92650033744943,25.0
376,-15.25032342098406,26.917807769340854,49.28071915509407,65.74335752515324,44.60118076368675,25.0
377,11.21588150788794,19.79427239159163,65.16164606004406,32.672013514645776,76.76451609567496,25.0
378,-9.990680113069532,28.10571633016802,50.083415771396524,47.62588031211851,51.10406553413067,25.0
379,-7.567621822759527,27.584435510163132,41.45339472253979,53.48599305013711,47.06142569124251,25.0
380,3.497948514317205,24.385175072623728,41.42764329384444,54.41593220359461,70.64803381293507,25.0
381,-2.7522724787491324,26.25723825417873,49.028884762072195,38.194057150017265,41.672845865379685,25.0
382,-11.20653364658773,28.883673939906075,52.50884554680429,68.6025280141503,60.84875333217684,25.0
383,-17.491857079086113,25.11328770776261,34.126618754809584,34.98144788249415,90.67550398547252,25.0
384,1.1456705757052859,26.23754946617506,72.6803400350467,49.24942544457781,24.461462600546668,25.0
385,-10.637386338771268,26.21716169979139,35.01224999578889,62.24026394590086,50.68684981292304,25.0
386,-1.027250088238108,23.00722770267501,71.41894539013589,55.50211116162623,40.754266448201015,25.0
387,-11.294441458411786,23.570269534857395,34.81306436119218,68.37434867275488,52.71998730886662,25.0
388,-16.939857933788023,23.06806340817456,46.23730042358813,41.969167725297005,30.915173888521206,25.0
389,-6.541768653896367,22.101221951536367,58.97870539143446,54.16530860590948,54.24498156498543,25.0
390,-1.3062989530395082,19.790256438029942,47.434447650903614,55.627058297395465,78.71491262960068,25.0
391,-10.590231183538126,25.52861534392123,46.90948734050596,42.360035276065226,52.75692730004924,25.0
392,-18.457553514868216,22.978856907769618,61.648052389624326,57.1971472494833,60.563905363133074,25.0
393,24.7559996522403,20.49277558841487,38.70776436396345,37.60642283274129,57.404503086332646,25.0
394,-10.34105807753232,23.90700154801525,48.52068818631843,40.861026803422185,53.58997924187423,25.0
395,-8.491349094181535,25.14066607997412,72.7245782383083,25.38199237010804,59.284169249574134,25.0
396,-21.000281239430482,24.125738612027178,56.34992485965186,33.988541342104995,30.60958300911073,25.0
397,-3.810210571985338,20.673261404168816,22.144530136004335,53.02002879571633,42.99827514942798,25.0
398,-18.739947738747375,26.59932057712084,68.49382228187575,52.20950304936338,43.637086844782935,25.0
399,-13.381787580400648,23.279823583724887,57.062100002114214,46.4258032851428,73.97716642721169,25.0
