unit_id,CropYield,LeafGreennessIndex,EC_Salinity,do_iron_fertigation,do_potassium_feed,do_ph_acidifier,do_light_controller
329,19.56590747671936,7.343269716869058,30.876552850794877,50.0,50.0,6.2,75.0
330,18.42605861333183,7.3811545675973065,54.07278652863774,50.0,50.0,6.2,75.0
331,19.707018386496735,7.696247093862374,28.720362990498757,50.0,50.0,6.2,75.0
332,22.1125185906857,7.2774406455447584,50.83331356335514,50.0,50.0,6.2,75.0
333,24.02735839308209,7.850827584733453,56.494185081165085,50.0,50.0,6.2,75.0
334,16.840206257783457,7.7239909381523635,39.554447960564964,50.0,50.0,6.2,75.0
335,22.23774236497006,7.632822035353588,37.553899152312255,50.0,50.0,6.2,75.0
336,23.807029712876933,8.417818245992354,83.55599581199213,50.0,50.0,6.2,75.0
337,21.584525063069044,7.762401603369876,66.44129326996388,50.0,50.0,6.2,75.0
338,15.498730596549732,7.732437481105443,40.416231213299724,50.0,50.0,6.2,75.0
339,20.96190301097269,7.4790016146291,52.34371967368377,50.0,50.0,6.2,75.0
340,22.100612716748344,7.583752129370842,45.04618485739792,50.0,50.0,6.2,75.0
341,20.26076917412909,6.848750264426388,31.757828363159625,50.0,50.0,6.2,75.0
342,15.083343504617867,7.773935658831202,50.20781892860769,50.0,50.0,6.2,75.0
343,22.29356115566205,7.590730356561905,47.24115397457882,50.0,50.0,6.2,75.0
344,15.15297818401888,7.914714726311811,50.89321923703333,50.0,50.0,6.2,75.0
345,18.21474673329256,8.052784082941127,55.25785381774279,50.0,50.0,6.2,75.0
346,16.202320192764592,8.231961552502788,66.49361700554128,50.0,50.0,6.2,75.0
347,21.03846586835765,7.0770391919573274,27.470596043872234,50.0,50.0,6.2,75.0
348,16.086086002399036,7.264578709648079,43.033159422325454,50.0,50.0,6.2,75.0
349,24.856243616246726,7.327676669352118,58.33343178440458,50.0,50.0,6.2,75.0
350,15.033484518619504,8.106771196124615,36.92223672734641,50.0,50.0,6.2,75.0
351,20.506477419967435,8.061760879464437,50.419837661204575,50.0,50.0,6.2,75.0
352,21.25959642197075,8.34854107376142,50.18222593918439,50.0,50.0,6.2,75.0
353,20.3868970647052,7.8683559077133385,54.211551930128074,50.0,50.0,6.2,75.0
354,20.56694402823968,7.409720961661601,46.20296034222676,50.0,50.0,6.2,75.0
355,28.08229018539694,7.623687396110723,45.32524766491249,50.0,50.0,6.2,75.0
356,18.632312193974705,7.879819956183923,43.487384365512106,50.0,50.0,6.2,75.0
357,17.33064741708172,8.385277685636156,30.68820160590443,50.0,50.0,6.2,75.0
358,25.1024711091429,7.345135100252491,47.375678615165725,50.0,50.0,6.2,75.0
359,19.25541499012212,7.7984062156208465,52.658720242968144,50.0,50.0,6.2,75.0
360,16.851600258475315,8.082585467220104,49.070880310074976,50.0,50.0,6.2,75.0
361,17.435504676626234,7.407522931813104,41.508364450759636,50.0,50.0,6.2,75.0
362,25.51755879867555,8.05250117078465,53.381113342157896,50.0,50.0,6.2,75.0
363,17.77938544696237,7.311863822096827,64.1638395733636,50.0,50.0,6.2,75.0
364,24.100695259131186,7.306173780024721,49.74720850282945,50.0,50.0,6.2,75.0
365,26.365183754824535,7.3869597429079565,50.77009861882216,50.0,50.0,6.2,75.0
366,15.664353486622055,7.084519293084397,68.73373956357987,50.0,50.0,6.2,75.0
367,20.593487910961866,7.47204747680539,49.40145973060505,50.0,50.0,6.2,75.0
368,19.482448421811682,7.344741729720344,45.93699470395441,50.0,50.0,6.2,75.0
369,19.92419467410072,7.685922022962898,43.04604124954137,50.0,50.0,6.2,75.0
370,15.67425962588814,7.906812261908204,60.39794760144122,50.0,50.0,6.2,75.0
371,18.994062275546703,7.95807087818329,56.227714508825606,50.0,50.0,6.2,75.0
372,19.135398429973723,8.141693288817358,58.05194269989056,50.0,50.0,6.2,75.0
373,17.97403491609106,7.83002740414707,67.43783547123203,50.0,50.0,6.2,75.0
374,24.246499608437695,7.534143638982391,32.614182839251484,50.0,50.0,6.2,75.0
375,20.111384751158404,7.503785030689407,53.904502715743156,50.0,50.0,6.2,75.0
376,26.583738963506132,7.663365416482201,67.47631530055756,50.0,50.0,6.2,75.0
377,22.300927458158178,8.49482147745277,47.913686867490306,50.0,50.0,6.2,75.0
378,21.3013282103813,7.056968844044407,48.70256469037538,50.0,50.0,6.2,75.0
379,17.08787555326163,8.20410210244098,53.35975097101701,50.0,50.0,6.2,75.0
380,19.735286664373312,7.5237720975862015,34.17578728299216,50.0,50.0,6.2,75.0
381,20.64613336164288,7.9200675588948295,57.43479730758545,50.0,50.0,6.2,75.0
382,17.84338034294451,8.018274356162571,59.51989952561835,50.0,50.0,6.2,75.0
383,15.751010459629805,7.962087604393439,54.15537993942138,50.0,50.0,6.2,75.0
384,28.597444862188226,6.487676580629696,47.51657720083952,50.0,50.0,6.2,75.0
385,19.293668256562032,7.151166565989271,52.15964022973438,50.0,50.0,6.2,75.0
386,24.409594841356423,8.450485226824831,43.01145931969819,50.0,50.0,6.2,75.0
387,17.549388366903,6.763958428752147,43.38568257110167,50.0,50.0,6.2,75.0
388,18.75307274621128,7.235732020216425,46.607916401312046,50.0,50.0,6.2,75.0
389,21.273594756891747,7.889433615511705,60.5794651595525,50.0,50.0,6.2,75.0
390,16.854328592489363,6.230959783553317,32.7457661647842,50.0,50.0,6.2,75.0
391,16.27122487978891,8.327979897153925,40.3890162700561,50.0,50.0,6.2,75.0
392,23.343220805945624,7.769189433034673,59.82133714688904,50.0,50.0,6.2,75.0
393,17.814406697230346,7.442912828816657,56.37701801792532,50.0,50.0,6.2,75.0
394,21.34085984806535,7.446422681007426,34.49996130396393,50.0,50.0,6.2,75.0
395,16.900628777484908,7.907964079525879,62.406788944610035,50.0,50.0,6.2,75.0
396,15.475206161113771,7.310724934307988,39.19608758603388,50.0,50.0,6.2,75.0
397,17.67329635401909,7.571595846116658,51.35001672076514,50.0,50.0,6.2,75.0
398,21.393814711646517,8.136936995639797,48.40877107888662,50.0,50.0,6.2,75.0
399,18.850020947054855,7.2331499619816295,56.38113321209546,50.0,50.0,6.2,75.0
