unit_id,ConversionEfficiency,ReactorPressure,RecycleRatio,RecycleGasPurity,do_InletTemperature
366,35.5394181681078,87.03422330668776,49.40167691157254,19.666882367444003,15.0
367,16.59927215609506,60.28064538968887,43.462501170814654,48.49187909906318,15.0
368,14.104605828680029,63.31511515291821,51.75351307270987,43.502976157258104,15.0
369,19.883928144466587,72.85910159741394,45.145806041951275,56.175763767723936,15.0
370,20.76939234209766,57.651394073915974,36.330318648450174,26.959391648227143,15.0
371,25.16836073936406,72.33713417970253,59.13322187185427,65.38192667682418,15.0
372,27.831941368946065,78.50507916451963,35.56425590580637,55.178969833854545,15.0
373,32.07617061459863,83.96940616739279,55.5102845749311,70.39944342357903,15.0
374,27.16207765532445,81.46299771057545,49.193708284724934,50.076976478250124,15.0
375,30.503035392741086,86.09624024115098,66.46039186002703,62.59048837053717,15.0
376,17.215120907615507,62.577664700953655,35.16365883475776,51.90418627033271,15.0
377,23.190677132810787,65.88565954729283,48.2548356292155,45.78423990459838,15.0
378,23.999027216220416,76.580622621526,42.64919529718112,61.375492007250195,15.0
379,28.149365494232313,86.23433996488379,55.611711373028214,48.182261305484,15.0
380,14.54470128813903,62.22245243971999,37.035570091765045,39.67591738196097,15.0
381,24.854878798990036,70.18206103114878,46.62621817664455,35.936940445539804,15.0
382,23.592009690668185,76.40397003529029,63.95189580482095,39.95410396252728,15.0
383,20.22599310549055,76.26707125625248,70.02371523782772,16.38236976797719,15.0
384,13.563461903284765,52.81049593115114,57.874623451424725,48.94136277953458,15.0
385,14.754874747070293,64.3122400924827,51.41316236282498,53.95534000950438,15.0
386,30.512591691710885,86.94710474157239,57.13654865701961,33.20744861339881,15.0
387,22.275427767647077,75.7141942404338,46.772635827222615,59.58103184789249,15.0
388,10.365662273946999,60.51310540362709,58.673359259033404,90.92747962408897,15.0
389,19.2031300884164,72.68134016845805,60.9065574757184,33.021904613697615,15.0
390,13.656986612824173,57.70790715065998,48.506301913124894,51.135500935839715,15.0
391,20.594541797338216,77.11106240259626,36.88370283800925,40.6983888054598,15.0
392,21.875213776844397,72.47894480407065,67.84464824191593,55.61932027090517,15.0
393,28.079674640738393,76.49735334809534,29.102943675529158,39.54270125032824,15.0
394,20.97786718616851,69.30695303853527,39.84324832042529,35.535560833403885,15.0
395,28.271607599665188,86.04778887042252,56.50378610584315,47.697759369319215,15.0
396,29.50071201907243,77.66442199040833,52.08393346934095,43.35018347634258,15.0
397,28.895158702171596,84.2086942309013,49.80867283882375,44.77137721729156,15.0
398,29.072129957893836,92.20752943931626,43.63521529138256,21.93167639879967,15.0
399,24.58496568987607,77.97917109408354,73.60165845860834,67.48401396331248,15.0
