unit_id,WaterClarityScore,ResidualChlorine,MetalColorimetry,LineFlushRate,do_CorrosionInhibitor,do_LineFlushRate
327,30.284543330019144,79.36700987506306,14.487910996449335,17.754424836850955,65.0,20.0
328,26.299575656712452,59.6986921921786,6.013302792150049,21.27490753164866,65.0,20.0
329,28.292430275377328,75.30221697855171,22.46931462649235,22.03507943571922,65.0,20.0
330,23.942957655442168,53.240032492727,28.126154398101445,19.431738809585372,65.0,20.0
331,30.6699251503698,81.52846232376922,23.97916672065401,22.429121445606796,65.0,20.0
332,29.77900373912638,70.93337600004627,-8.408856124938264,22.357391524014965,65.0,20.0
333,33.94859208698737,67.23380421394424,-18.462838484230538,16.314288866675245,65.0,20.0
334,30.017855115018186,78.64830434635304,12.574802381219373,21.746318162478378,65.0,20.0
335,24.965978956333593,62.87418017493136,2.818424180890422,23.003251204922577,65.0,20.0
336,34.10998799928228,65.47549826513124,-4.189593850154761,16.117884464129347,65.0,20.0
337,30.150145607531304,77.08482422295667,-17.641814074530842,23.47276734492681,65.0,20.0
338,15.740400331536442,55.20783734022231,32.93131515106728,15.816219118382566,65.0,20.0
339,36.3776013690071,81.68270462846897,9.72194741907972,20.413876338777158,65.0,20.0
340,26.70147249116989,57.198372852574536,18.335750472196466,15.838692612141855,65.0,20.0
341,26.700540558044448,67.40149828869819,-10.22128913228499,20.83972361878363,65.0,20.0
342,35.543120937076566,75.29635829114237,15.66154302715141,24.423990748323938,65.0,20.0
343,32.205697513932016,74.72919004555091,6.328914360953549,22.090743877134607,65.0,20.0
344,19.67465083372625,56.08692208434802,-7.056873734611784,22.175362211825462,65.0,20.0
345,38.00012123663933,88.42596032496034,19.73915453360863,27.227441256685637,65.0,20.0
346,37.560964050345795,86.12642060060509,10.739150391147739,19.61541529009979,65.0,20.0
347,21.06544309942396,50.70761035186793,-1.7497254981148842,20.36068813049212,65.0,20.0
348,24.835692291144433,73.12101169876709,17.94849266768722,22.21049637555373,65.0,20.0
349,28.332963978361807,74.44681122187146,-11.884293896351911,16.74521218434525,65.0,20.0
350,25.956388548537262,64.52505796822035,-6.520470921858461,21.716596092682934,65.0,20.0
351,18.26212341654108,60.49027908927965,5.898472454714707,16.832816032245333,65.0,20.0
352,20.980339250124356,57.902590710610525,15.101917447202187,20.463160769035934,65.0,20.0
353,36.917101964344724,87.709556841729,27.683757669763484,17.918950162592115,65.0,20.0
354,26.301654829592078,61.36973556963064,8.603666766147061,17.186683357465732,65.0,20.0
355,36.93264114100246,86.43107437330059,-0.9128695094518591,17.60885507404207,65.0,20.0
356,24.16422607714864,60.35670888303121,-3.922585979152089,18.569176368573775,65.0,20.0
357,27.953073511693898,70.01486689933155,-14.262317931883313,17.573276018279408,65.0,20.0
358,32.20321171835637,78.98717944346932,7.124802801638265,18.313604112509925,65.0,20.0
359,22.032050927900418,55.609975328459306,8.95234473713936,19.133487827083044,65.0,20.0
360,36.6975300504871,92.31467294563889,33.03110650015926,18.307491293761373,65.0,20.0
361,37.47340192898152,80.2408977112757,0.8598867104028969,20.299288044564676,65.0,20.0
362,21.346151418785418,63.26784814966932,22.4666006007463,23.474789476600087,65.0,20.0
363,34.89469838052293,71.30408060356389,10.542051099234104,21.415609357835688,65.0,20.0
364,16.573147613417483,60.11334561002803,30.20325937413963,24.5526582050272,65.0,20.0
365,23.0830296717866,66.70873676215773,16.086905258394296,15.09876826251414,65.0,20.0
366,35.64379913842723,82.44225624930586,5.9203976644158685,21.582175409556967,65.0,20.0
367,37.969736483357714,95.8412720959414,4.783616456918212,16.19146082288776,65.0,20.0
368,25.44055791911385,73.11403321104912,12.689073644277887,19.676641619065002,65.0,20.0
369,35.56823699543358,73.70951665648053,-1.89351709284675,22.98873200088525,65.0,20.0
370,24.861267154461444,68.18322289145121,12.649020721777465,22.613366986117608,65.0,20.0
371,31.17077150347005,76.20909245927427,16.368780238486817,21.498666125501174,65.0,20.0
372,43.91617116192903,95.64379573056563,23.985796229088365,20.960009479594625,65.0,20.0
373,41.174412141798314,91.77855535411666,-12.415040557585368,14.633904588957375,65.0,20.0
374,25.263539300245213,68.45306944393882,16.14853780841077,17.655207405389916,65.0,20.0
375,31.36805846326087,72.09971710717974,17.00224268963573,19.150011810663432,65.0,20.0
376,42.601345428244215,82.44030802530501,31.626877780449156,18.818158140895164,65.0,20.0
377,27.597210064477064,67.94324438318812,0.9425218099434645,19.114469740386724,65.0,20.0
378,29.84689923613618,72.9960654630687,20.310973226080133,20.991028702803334,65.0,20.0
379,17.218390980885225,56.604735845158835,2.393963856333987,25.016859662132116,65.0,20.0
380,31.411270485265483,74.92847005111791,11.862780845361156,19.622793058246724,65.0,20.0
381,35.1097389481823,86.69379078339496,-4.171126441289571,20.931240963453853,65.0,20.0
382,27.615845191813804,67.7031816617647,-3.3911042956223625,17.097746937037986,65.0,20.0
383,19.05366190605809,66.2459110793852,21.450477322243618,20.58328107752392,65.0,20.0
384,21.886835613319178,54.105365071953536,-18.388897391789225,20.521471619721776,65.0,20.0
385,34.32779260025366,82.88481864057815,26.56010771476932,18.12671681731557,65.0,20.0
386,18.646241114346047,59.49516072202243,0.6883189288150042,26.952445442971655,65.0,20.0
387,16.864953729215742,64.83565405807316,18.58024358377778,25.320600046718063,65.0,20.0
388,31.861017686009944,70.35615563940159,33.64605390795386,22.85118472580797,65.0,20.0
389,15.687137456843557,61.254763609283934,16.22742359966106,17.222520193173054,65.0,20.0
390,28.543418026519877,72.77707379946699,26.66541636149169,18.575505526031748,65.0,20.0
391,36.172902997367295,87.23682041476596,-20.576010657319042,18.1109116851865,65.0,20.0
392,32.16598051660531,76.20353462796737,17.26982520029066,15.189224362804257,65.0,20.0
393,37.902882481348044,94.12187125187825,4.5954926729682475,23.130587455249714,65.0,20.0
394,31.848244819766535,84.85421364771015,28.36532566197678,18.93766999094257,65.0,20.0
395,34.34155988180799,72.23898778564272,10.003060171864803,23.524945348283797,65.0,20.0
396,29.044715575640478,71.001781942901,12.341920250863403,17.106436778521164,65.0,20.0
397,30.804468559895625,77.79052788472707,5.968613606082712,22.151060401272595,65.0,20.0
398,19.39483217297644,51.47446529180872,2.3926403763113377,13.38142170836828,65.0,20.0
399,24.65127356988858,65.3859348420521,35.64977825859154,20.2986973396912,65.0,20.0
